id,label,description,url,x,y,cluster,weight<Links>,weight<Total link strength>
1782,kim j.,"<table><tr><td>Authors:</td><td>kim j.; yu k.; bang y.</td></tr><tr><td>Title:</td><td>a multi-criteria decision-making approach for geometric matching of areal objects</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12307,0.6064,0.2046,3,92,25
1783,zhang g. (c),"<table><tr><td>Authors:</td><td>zhang g.; zhu a.-x.; huang z.-p.; xiao w.</td></tr><tr><td>Title:</td><td>a heuristic-based approach to mitigating positional errors in patrol data for species distribution modeling</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12303,0.7107,-0.1875,1,55,28
1784,tan s.,"<table><tr><td>Authors:</td><td>tan s.; xu z.; ti p.; li z.</td></tr><tr><td>Title:</td><td>morphology-based modeling of aggregation effect on the patch area size for globeland30 data</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12298,0.2977,-0.3475,1,79,25
1785,florinsky i.v.,"<table><tr><td>Authors:</td><td>florinsky i.v.; kurkov v.m.; bliakharskii d.p.</td></tr><tr><td>Title:</td><td>geomorphometry from unmanned aerial surveys</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12296,1.0455,0.1779,1,41,15
1786,alghais n.,"<table><tr><td>Authors:</td><td>alghais n.; pullar d.</td></tr><tr><td>Title:</td><td>modelling future impacts of urban development in kuwait with the use of abm and gis</td></tr><tr><td>Source:</td><td>[no source], 22(1)</td></tr></table>",https://doi.org/10.1111/tgis.12293,-0.1218,-0.4989,6,77,24
1787,juhász l.,"<table><tr><td>Authors:</td><td>juhász l.; hochmair h.h.</td></tr><tr><td>Title:</td><td>user contribution patterns and completeness evaluation of mapillary, a crowdsourced street level photo service</td></tr><tr><td>Source:</td><td>[no source], 20(6)</td></tr></table>",https://doi.org/10.1111/tgis.12190,-0.2518,0.6538,3,141,26
1788,santé i.,"<table><tr><td>Authors:</td><td>santé i.; pacurucu n.; boullón m.; garcía a.m.; miranda d.</td></tr><tr><td>Title:</td><td>an open source gis-based planning support system: application to the land use plan of la troncal, ecuador</td></tr><tr><td>Source:</td><td>[no source], 20(6)</td></tr></table>",https://doi.org/10.1111/tgis.12223,0.4478,-0.484,9,68,20
1789,yan c.,"<table><tr><td>Authors:</td><td>yan c.; liu j.; zhao g.; chen c.; yue t.</td></tr><tr><td>Title:</td><td>a high accuracy surface modeling method based on gpu accelerated multi-grid method</td></tr><tr><td>Source:</td><td>[no source], 20(6)</td></tr></table>",https://doi.org/10.1111/tgis.12224,0.8737,0.208,1,19,8
1790,indriasari v.,"<table><tr><td>Authors:</td><td>indriasari v.; dean d.</td></tr><tr><td>Title:</td><td>the minimum step linkage algorithm and cumulative cost model for time-dependent shortest paths</td></tr><tr><td>Source:</td><td>[no source], 20(6)</td></tr></table>",https://doi.org/10.1111/tgis.12215,0.0019,0.4272,9,49,5
1791,craig t.r.,"<table><tr><td>Authors:</td><td>craig t.r.; wikle t.a.</td></tr><tr><td>Title:</td><td>perceptions and practices: employers, educators, and students on gis internships</td></tr><tr><td>Source:</td><td>[no source], 20(6)</td></tr></table>",https://doi.org/10.1111/tgis.12201,0.5305,1.2585,5,2,3
1792,wan n.,"<table><tr><td>Authors:</td><td>wan n.; lin g.</td></tr><tr><td>Title:</td><td>classifying human activity patterns from smartphone collected gps data: a fuzzy classification and aggregation approach</td></tr><tr><td>Source:</td><td>[no source], 20(6)</td></tr></table>",https://doi.org/10.1111/tgis.12181,-0.6763,0.5348,4,29,18
1793,bergman c.,"<table><tr><td>Authors:</td><td>bergman c.; oksanen j.</td></tr><tr><td>Title:</td><td>conflation of openstreetmap and mobile sports tracking data for automatic bicycle routing</td></tr><tr><td>Source:</td><td>[no source], 20(6)</td></tr></table>",https://doi.org/10.1111/tgis.12192,-0.2253,0.7777,4,62,26
1794,du s.,"<table><tr><td>Authors:</td><td>du s.; guo l.</td></tr><tr><td>Title:</td><td>similarity measurements on multi-scale qualitative locations</td></tr><tr><td>Source:</td><td>[no source], 20(6)</td></tr></table>",https://doi.org/10.1111/tgis.12179,0.2954,0.7758,3,18,12
1795,chen j. (b),"<table><tr><td>Authors:</td><td>chen j.; li j.; li m.</td></tr><tr><td>Title:</td><td>progressive visualization of complex 3d models over the internet</td></tr><tr><td>Source:</td><td>[no source], 20(6)</td></tr></table>",https://doi.org/10.1111/tgis.12185,0.8998,1.887,3,2,3
1796,jankowski p. (a),"<table><tr><td>Authors:</td><td>jankowski p.; czepkiewicz m.; m?odkowski m.; zwoli?ski z.</td></tr><tr><td>Title:</td><td>geo-questionnaire: a method and tool for public preference elicitation in land use planning</td></tr><tr><td>Source:</td><td>[no source], 20(6)</td></tr></table>",https://doi.org/10.1111/tgis.12191,0.0696,0.3146,10,85,26
1797,samardži?-petrovi? m.,"<table><tr><td>Authors:</td><td>samardži?-petrovi? m.; dragi?evi? s.; kova?evi? m.; bajat b.</td></tr><tr><td>Title:</td><td>modeling urban land use changes using support vector machines</td></tr><tr><td>Source:</td><td>[no source], 20(5)</td></tr></table>",https://doi.org/10.1111/tgis.12174,0.3576,-0.6756,6,153,30
1798,d. morgan j.,"<table><tr><td>Authors:</td><td>d. morgan j.</td></tr><tr><td>Title:</td><td>a user-centered design for the addition of interactive masking capability within an existing web gis</td></tr><tr><td>Source:</td><td>[no source], 20(5)</td></tr></table>",https://doi.org/10.1111/tgis.12197,0.1812,0.5933,3,8,4
1799,gao b.,"<table><tr><td>Authors:</td><td>gao b.; pan y.; chen z.; wu f.; ren x.; hu m.</td></tr><tr><td>Title:</td><td>a spatial conditioned latin hypercube sampling method for mapping using ancillary data</td></tr><tr><td>Source:</td><td>[no source], 20(5)</td></tr></table>",https://doi.org/10.1111/tgis.12176,0.463,-0.2847,2,32,13
1800,wise s.c.,"<table><tr><td>Authors:</td><td>wise s.c.; cheng t.</td></tr><tr><td>Title:</td><td>how officers create guardianship: an agent-based model of policing</td></tr><tr><td>Source:</td><td>[no source], 20(5)</td></tr></table>",https://doi.org/10.1111/tgis.12173,-0.4384,-0.2948,2,24,9
1801,hagenauer j.,"<table><tr><td>Authors:</td><td>hagenauer j.; helbich m.</td></tr><tr><td>Title:</td><td>spawnn: a toolkit for spatial analysis with self-organizing neural networks</td></tr><tr><td>Source:</td><td>[no source], 20(5)</td></tr></table>",https://doi.org/10.1111/tgis.12180,0.0773,0.0444,9,170,37
1802,van winden k.,"<table><tr><td>Authors:</td><td>van winden k.; biljecki f.; van der spek s.</td></tr><tr><td>Title:</td><td>automatic update of road attributes by mining gps tracks</td></tr><tr><td>Source:</td><td>[no source], 20(5)</td></tr></table>",https://doi.org/10.1111/tgis.12186,-0.2536,0.8745,4,85,22
1803,guo q.,"<table><tr><td>Authors:</td><td>guo q.; karimi h.a.</td></tr><tr><td>Title:</td><td>a topology-inferred graph-based heuristic algorithm for map simplification</td></tr><tr><td>Source:</td><td>[no source], 20(5)</td></tr></table>",https://doi.org/10.1111/tgis.12188,0.4654,0.9833,3,36,13
1805,lin j. (b),"<table><tr><td>Authors:</td><td>lin j.; li x.</td></tr><tr><td>Title:</td><td>knowledge transfer for large-scale urban growth modeling based on formal concept analysis</td></tr><tr><td>Source:</td><td>[no source], 20(5)</td></tr></table>",https://doi.org/10.1111/tgis.12172,0.2225,-0.529,6,146,22
1806,sun y. (b),"<table><tr><td>Authors:</td><td>sun y.; guo q.; liu y.; ma x.; weng j.</td></tr><tr><td>Title:</td><td>an immune genetic algorithm to buildings displacement in cartographic generalization</td></tr><tr><td>Source:</td><td>[no source], 20(4)</td></tr></table>",https://doi.org/10.1111/tgis.12165,0.7129,0.5606,3,41,18
1807,kmoch a.,"<table><tr><td>Authors:</td><td>kmoch a.; klug h.; ritchie a.b.h.; schmidt j.; white p.a.</td></tr><tr><td>Title:</td><td>a spatial data infrastructure approach for the characterization of new zealand’s groundwater systems</td></tr><tr><td>Source:</td><td>[no source], 20(4)</td></tr></table>",https://doi.org/10.1111/tgis.12171,0.4797,0.5916,10,5,5
1808,hong i.,"<table><tr><td>Authors:</td><td>hong i.; murray a.t.</td></tr><tr><td>Title:</td><td>assessing raster gis approximation for euclidean shortest path routing</td></tr><tr><td>Source:</td><td>[no source], 20(4)</td></tr></table>",https://doi.org/10.1111/tgis.12160,0.4141,0.4933,9,32,15
1809,krüger c.,"<table><tr><td>Authors:</td><td>krüger c.; lakes t.</td></tr><tr><td>Title:</td><td>revealing uncertainties in land change modeling using probabilities</td></tr><tr><td>Source:</td><td>[no source], 20(4)</td></tr></table>",https://doi.org/10.1111/tgis.12161,0.4434,-0.5803,6,150,33
1810,dean d.j.,"<table><tr><td>Authors:</td><td>dean d.j.; thakar v.; sirdeshmukh n.</td></tr><tr><td>Title:</td><td>optimal routefinding across landscapes featuring high-cost linear obstacles</td></tr><tr><td>Source:</td><td>[no source], 20(4)</td></tr></table>",https://doi.org/10.1111/tgis.12170,0.4246,0.3594,9,28,12
1811,chutia d.,"<table><tr><td>Authors:</td><td>chutia d.; bhattacharyya d.k.; sarma k.k.; kalita r.; sudhakar s.</td></tr><tr><td>Title:</td><td>hyperspectral remote sensing classifications: a perspective survey</td></tr><tr><td>Source:</td><td>[no source], 20(4)</td></tr></table>",https://doi.org/10.1111/tgis.12164,0.5923,-0.1226,1,27,10
1812,she j.,"<table><tr><td>Authors:</td><td>she j.; li x.</td></tr><tr><td>Title:</td><td>map algebra based analysis for directed flow networks</td></tr><tr><td>Source:</td><td>[no source], 20(3)</td></tr></table>",https://doi.org/10.1111/tgis.12234,0.4315,0.2607,3,9,7
1813,borna k.,"<table><tr><td>Authors:</td><td>borna k.; moore a.b.; sirguey p.</td></tr><tr><td>Title:</td><td>an intelligent geospatial processing unit for image classification based on geographic vector agents (gvas)</td></tr><tr><td>Source:</td><td>[no source], 20(3)</td></tr></table>",https://doi.org/10.1111/tgis.12226,0.5044,-0.1443,1,53,9
1814,tao r.,"<table><tr><td>Authors:</td><td>tao r.; strandow d.; findley m.; thill j.-c.; walsh j.</td></tr><tr><td>Title:</td><td>a hybrid approach to modeling territorial control in violent armed conflicts</td></tr><tr><td>Source:</td><td>[no source], 20(3)</td></tr></table>",https://doi.org/10.1111/tgis.12228,-0.2527,0.3324,9,10,6
1815,lafia s.,"<table><tr><td>Authors:</td><td>lafia s.; jablonski j.; kuhn w.; cooley s.; medrano f.a.</td></tr><tr><td>Title:</td><td>spatial discovery and the research library</td></tr><tr><td>Source:</td><td>[no source], 20(3)</td></tr></table>",https://doi.org/10.1111/tgis.12235,0.3201,0.8909,3,2,2
1816,guan w.w.,"<table><tr><td>Authors:</td><td>guan w.w.; wu k.; carnes f.</td></tr><tr><td>Title:</td><td>modeling spatiotemporal pattern of agriculture-feasible land in china</td></tr><tr><td>Source:</td><td>[no source], 20(3)</td></tr></table>",https://doi.org/10.1111/tgis.12225,0.1425,-0.5256,6,75,22
1817,regalia b.,"<table><tr><td>Authors:</td><td>regalia b.; mckenzie g.; gao s.; janowicz k.</td></tr><tr><td>Title:</td><td>crowdsensing smart ambient environments and services</td></tr><tr><td>Source:</td><td>[no source], 20(3)</td></tr></table>",https://doi.org/10.1111/tgis.12233,-0.0133,0.4689,10,81,13
1818,zhu r. (b),"<table><tr><td>Authors:</td><td>zhu r.; hu y.; janowicz k.; mckenzie g.</td></tr><tr><td>Title:</td><td>spatial signatures for geographic feature types: examining gazetteer ontologies using spatial statistics</td></tr><tr><td>Source:</td><td>[no source], 20(3)</td></tr></table>",https://doi.org/10.1111/tgis.12232,0.175,0.7179,3,34,17
1819,lamb d.s.,"<table><tr><td>Authors:</td><td>lamb d.s.; downs j.a.; lee c.</td></tr><tr><td>Title:</td><td>the network k-function in context: examining the effects of network structure on the network k-function</td></tr><tr><td>Source:</td><td>[no source], 20(3)</td></tr></table>",https://doi.org/10.1111/tgis.12157,-0.1729,0.1788,2,111,18
1820,brandeis m.w.,"<table><tr><td>Authors:</td><td>brandeis m.w.; nyerges t.</td></tr><tr><td>Title:</td><td>assessing resistance to volunteered geographic information reporting within local government</td></tr><tr><td>Source:</td><td>[no source], 20(2)</td></tr></table>",https://doi.org/10.1111/tgis.12168,-0.2296,-0.0522,10,98,19
1821,guo r.,"<table><tr><td>Authors:</td><td>guo r.; yu c.; li l.; zhao z.; he b.</td></tr><tr><td>Title:</td><td>acsebul: an approach for the construction of spatial entities based on unified logic</td></tr><tr><td>Source:</td><td>[no source], 20(2)</td></tr></table>",https://doi.org/10.1111/tgis.12169,0.4858,0.762,3,12,6
1822,qi k.,"<table><tr><td>Authors:</td><td>qi k.; gui z.; li z.; guo w.; wu h.; gong j.</td></tr><tr><td>Title:</td><td>an extension mechanism to verify, constrain and enhance geoprocessing workflows invocation</td></tr><tr><td>Source:</td><td>[no source], 20(2)</td></tr></table>",https://doi.org/10.1111/tgis.12152,0.5894,0.5873,10,5,4
1823,bowlick f.j. (b),"<table><tr><td>Authors:</td><td>bowlick f.j.; bednarz s.w.; goldberg d.w.</td></tr><tr><td>Title:</td><td>student learning in an introductory gis course: using a project-based approach</td></tr><tr><td>Source:</td><td>[no source], 20(2)</td></tr></table>",https://doi.org/10.1111/tgis.12146,0.5118,1.2441,5,7,5
1824,matsuoka m.,"<table><tr><td>Authors:</td><td>matsuoka m.; nagare h.; fujiwara t.</td></tr><tr><td>Title:</td><td>simulation of the collection of catch crops for the recovery of agricultural resources using geographic and statistical data</td></tr><tr><td>Source:</td><td>[no source], 20(2)</td></tr></table>",https://doi.org/10.1111/tgis.12153,0.8379,-0.7856,1,2,2
1825,seip c.,"<table><tr><td>Authors:</td><td>seip c.; bill r.</td></tr><tr><td>Title:</td><td>evaluation and monitoring of service quality: discussing ways to meet inspire requirements</td></tr><tr><td>Source:</td><td>[no source], 20(2)</td></tr></table>",https://doi.org/10.1111/tgis.12145,-0.0257,-0.0333,2,1,1
1826,zhang m. (b),"<table><tr><td>Authors:</td><td>zhang m.; ghosh d.</td></tr><tr><td>Title:</td><td>spatial supermarket redlining and neighborhood vulnerability: a case study of hartford, connecticut</td></tr><tr><td>Source:</td><td>[no source], 20(1)</td></tr></table>",https://doi.org/10.1111/tgis.12142,-0.8116,-0.3373,7,32,19
1827,rousell a.,"<table><tr><td>Authors:</td><td>rousell a.; jarvis c.; brunsdon c.</td></tr><tr><td>Title:</td><td>the role of contextual info-marks in navigating a virtual rural environment</td></tr><tr><td>Source:</td><td>[no source], 20(1)</td></tr></table>",https://doi.org/10.1111/tgis.12136,-0.3743,0.6174,3,30,5
1828,sava e.,"<table><tr><td>Authors:</td><td>sava e.; twardy c.; koester r.; sonwalkar m.</td></tr><tr><td>Title:</td><td>evaluating lost person behavior models</td></tr><tr><td>Source:</td><td>[no source], 20(1)</td></tr></table>",https://doi.org/10.1111/tgis.12143,0.8653,-0.2847,1,1,1
1829,shirzadi babakan a.,"<table><tr><td>Authors:</td><td>shirzadi babakan a.; alimohammadi a.</td></tr><tr><td>Title:</td><td>an agent-based simulation of residential location choice of tenants in tehran, iran</td></tr><tr><td>Source:</td><td>[no source], 20(1)</td></tr></table>",https://doi.org/10.1111/tgis.12144,-0.5301,-0.3575,7,77,34
1830,ullah k.m.,"<table><tr><td>Authors:</td><td>ullah k.m.; mansourian a.</td></tr><tr><td>Title:</td><td>evaluation of land suitability for urban land-use planning: case study dhaka city</td></tr><tr><td>Source:</td><td>[no source], 20(1)</td></tr></table>",https://doi.org/10.1111/tgis.12137,0.5803,-0.7251,9,40,13
1831,garnett r.,"<table><tr><td>Authors:</td><td>garnett r.; kanaroglou p.</td></tr><tr><td>Title:</td><td>qualitative gis: an open framework using spatialite and open source gis</td></tr><tr><td>Source:</td><td>[no source], 20(1)</td></tr></table>",https://doi.org/10.1111/tgis.12163,-0.1969,0.055,10,43,20
1832,guilbert e.,"<table><tr><td>Authors:</td><td>guilbert e.</td></tr><tr><td>Title:</td><td>feature-driven generalization of isobaths on nautical charts: a multi-agent system approach</td></tr><tr><td>Source:</td><td>[no source], 20(1)</td></tr></table>",https://doi.org/10.1111/tgis.12147,0.7624,0.9269,3,9,6
1833,dai w.,"<table><tr><td>Authors:</td><td>dai w.; ratick s.j.</td></tr><tr><td>Title:</td><td>integrating a raster geographical information system with multi-objective land allocation optimization for conservation reserve design</td></tr><tr><td>Source:</td><td>[no source], 18(6)</td></tr></table>",https://doi.org/10.1111/tgis.12085,0.7356,-0.2637,9,77,23
1834,prager s.d.,"<table><tr><td>Authors:</td><td>prager s.d.; wiegand r.p.</td></tr><tr><td>Title:</td><td>modeling use of space from social media data using a biased random walker</td></tr><tr><td>Source:</td><td>[no source], 18(6)</td></tr></table>",https://doi.org/10.1111/tgis.12069,-0.2209,0.591,4,107,33
